nameplate,generation,fuel,age,capacityfactor,co2emissions,co2emissionsRate
2,11991,GAS,32,0.8555,4323.46,721.1
3,20275,HYDRO,28,0.6807,0,0
24,99654,BIOMASS,9,0.472,60539.73,1215
9,13918,BIOMASS,33,0.1746,301.21,43.28
1,1612,HYDRO,27,0.1314,0,0
5,33536,GAS,13,0.7657,10874.69,648.55
11,61906,GAS,11,0.6667,19496.12,629.86
1,2887,HYDRO,28,0.3296,0,0
4,11256,GAS,30.1,0.292,3995.98,710
2,6970,HYDRO,32,0.3978,0,0
24,12678,GAS,27,0.0593,6687.85,1055.03
3,7746,HYDRO,26,0.2947,0,0
2,8612,HYDRO,30,0.4916,0,0
12,40478,HYDRO,25,0.3916,0,0
3,10373,HYDRO,29,0.4554,0,0
118,886346,COAL,20,0.8575,1072062.76,2419.06
19,116244,BIOMASS,11,0.6911,1419.95,24.43
60,27358,COAL,61,0.0521,46242.29,3380.53
8,41480,BIOMASS,58,0.6314,13555.72,653.6
96,501864,COAL,23,0.5986,600217.36,2391.95
3,6328,HYDRO,30,0.258,0,0
41,262040,GAS,30,0.7296,80350.99,613.27
3,9788,HYDRO,22,0.3853,0,0
105,12802,GAS,15.9,0.0139,8326.87,1300.87
1,4188,GAS,28,0.3415,1389.83,663.72
1,4153,HYDRO,29,0.3647,0,0
8,30637,OIL,32,0.4602,19338.17,1262.43
53,416565,GAS,27.8,0.9006,259246.17,1244.69
56,347549,GAS,25.8,0.711,172181.54,990.83
4,4278,HYDRO,30,0.1136,0,0
10,22606,GAS,9.1,0.2581,14429.91,1276.64
69,3852,OIL,36,0.0064,6171.78,3204.45
15,38323,BIOMASS,23,0.2917,0,0
2,7065,HYDRO,27,0.336,0,0
3,9131,HYDRO,30,0.3475,0,0
14,22125,GAS,27,0.1766,13480.24,1218.55
32,156146,HYDRO,32.8,0.557,6510.8,83.39
10,41544,OIL,30,0.4742,79799.37,3841.68
9,25173,GAS,28.9,0.3381,37967.33,3016.51
72,135715,GAS,23,0.2152,70829.1,1043.8
9,15915,WIND,31,0.2088,0,0
9,69186,OIL,25,0.8776,31237.62,903
25,160039,GAS,31,0.7308,54339.48,679.08
13,46683,HYDRO,28,0.4229,0,0
4,10824,HYDRO,29,0.3432,0,0
22,150841,OTHER,47,0.7827,0,0
38,224862,GEOTHERMAL,27,0.6755,9983.87,88.8
118,658000,BIOMASS,30.8,0.6344,167095.78,507.89
40,13039,GAS,31,0.0372,10280.24,1576.85
78,292120,OTHER,21,0.4281,0,0
13,61128,GAS,27.2,0.5247,61185.02,2001.87
17,56852,COAL,72,0.3773,32616.11,1147.41
103,615456,BIOMASS,38.6,0.6801,117068.49,380.43
137,968277,GAS,24.8,0.8074,322446.88,666.02
7,29984,HYDRO,25,0.5109,0,0
2,14,GAS,29,0,4.36,622.15
48,37047,BIOMASS,37,0.0881,5389.21,290.94
3,13201,HYDRO,27,0.5196,0,0
2,11282,HYDRO,26,0.5854,0,0
3,15461,HYDRO,25,0.5883,0,0
11,54237,HYDRO,25,0.5431,0,0
1,2439,HYDRO,26,0.1989,0,0
9,49764,COAL,33,0.6683,29710.31,1194.05
16,37003,GAS,19.5,0.2673,12174.26,658.02
50,413910,BIOMASS,31,0.945,8040.49,38.85
62,287679,COAL,46.8,0.5331,162998.8,1133.2
2,6659,HYDRO,30,0.4223,0,0
5,17943,HYDRO,30,0.4097,0,0
44,218433,GAS,26,0.5641,85896.31,786.48
93,510175,BIOMASS,48.8,0.6276,201930.21,791.61
176,656446,OTHER,45.6,0.4253,250764.64,764.01
14,59126,BIOMASS,28,0.4963,168385.77,5695.83
50,296159,BIOMASS,9,0.6762,4626.76,31.25
10,17261,HYDRO,26.5,0.197,0,0
13,115341,HYDRO,27,1.0128,0,0
2,5470,HYDRO,33.7,0.4163,0,0
26,187900,GAS,23.3,0.8346,58991.78,627.91
13,79353,GAS,12,0.6968,30777.6,775.72
11,54539,GAS,18.6,0.5819,17365.16,636.8
2,8913,HYDRO,31,0.4239,0,0
3,13214,HYDRO,92.3,0.5802,0,0
7,1024,OIL,20.8,0.0158,660.94,1290.77
5,1924,HYDRO,28,0.0439,0,0
5,16072,HYDRO,28,0.3528,0,0
2,2950,HYDRO,34,0.1772,0,0
17,108171,GEOTHERMAL,30,0.7264,3245.13,60
9,4080,BIOMASS,32,0.0501,77.88,38.18
20,119174,BIOMASS,28,0.6802,4178.05,70.12
133,589762,GAS,26,0.5054,298618.12,1012.67
8,27608,HYDRO,31,0.3939,0,0
300,1755125,GAS,30.5,0.6679,499830.93,569.57
56,362924,BIOMASS,24,0.7465,40476.91,223.06
7,28449,GAS,49.7,0.4389,9495.03,667.51
4,2429,COAL,60,0.0693,6397.75,5268.06
9,47624,BIOMASS,28,0.5909,44498.09,1868.73
386,947526,GAS,24,0.2801,438091.51,924.71
430,977648,GAS,24,0.2594,494849.14,1012.33
84,582241,GAS,21.9,0.7903,173736.7,596.79
3,17770,HYDRO,29,0.6762,0,0
2,7907,HYDRO,28,0.5015,0,0
3,8036,HYDRO,29,0.2959,0,0
99,327512,COAL,26.8,0.3765,169735.38,1036.51
125,599941,COAL,27,0.5479,694142.17,2314.03
64,312807,BIOMASS,26,0.5606,359474.1,2298.38
22,120521,BIOMASS,28,0.6254,149043.89,2473.33
7,24050,BIOMASS,18,0.416,6009.53,499.75
114,766445,GAS,28,0.7709,353473.83,922.37
47,301758,COAL,25,0.7283,456204.2,3023.64
20,145460,BIOMASS,28,0.8303,25273.66,347.5
50,259244,GAS,26,0.5979,11731.17,90.5
66,245816,GAS,26,0.4252,87122.48,708.84
40,238873,BIOMASS,23,0.6886,6553.49,54.87
40,229163,BIOMASS,22,0.6606,6805.33,59.39
129,568386,COAL,34.8,0.503,341170.11,1200.49
140,574970,OIL,27.4,0.4675,340387.02,1184.02
114,420456,COAL,35,0.421,292671.96,1392.16
21,141190,OIL,25,0.7862,182187.78,2580.75
21,152819,OIL,26,0.851,203898.05,2668.49
21,140856,OIL,25,0.7844,183799.76,2609.75
21,147429,OIL,26,0.821,203123.76,2755.55
21,153164,OIL,25,0.8529,208457.75,2722.02
27,166514,OIL,25,0.704,196240.5,2357.05
115,261371,COAL,27,0.2599,194955.3,1491.79
135,131975,COAL,28,0.1116,73868.25,1119.43
68,94974,BIOMASS,28,0.1606,41987.74,884.19
44,199691,BIOMASS,29,0.5169,4162.7,41.69
115,531090,COAL,25,0.5281,536504.77,2020.39
2,3553,BIOMASS,25,0.2253,0,0
5,9532,BIOMASS,16.6,0.2267,0,0
2,14661,BIOMASS,31,0.8368,0,0
3,7787,BIOMASS,26,0.2694,0,0
3,11179,BIOMASS,30.3,0.4908,0,0
2,7844,BIOMASS,33,0.4477,0,0
2,5890,BIOMASS,30,0.4202,0,0
20,48679,BIOMASS,26,0.2778,0,0
152,114517,OTHER,42.1,0.086,48590.58,848.62
68,139255,OTHER,38.1,0.2338,45317.56,650.86
4,16334,GAS,26,0.4907,5337.12,653.5
36,98746,GAS,25,0.3114,55005.28,1114.08
2,5124,GAS,34,0.325,1757.76,686.03
1,4537,HYDRO,87,0.4708,0,0
4,19040,HYDRO,107,0.6038,0,0
102,553601,GAS,27.8,0.6196,189784.01,685.64
6,21558,COAL,30,0.4317,17149.14,1590.98
52,219473,GAS,15.8,0.4809,84343.86,768.6
2,6875,HYDRO,28,0.436,0,0
3,529,HYDRO,56,0.0201,0,0
6,10834,HYDRO,27,0.2249,0,0
8,15430,HYDRO,8,0.2258,0,0
48,298618,BIOMASS,48,0.7102,21271.05,142.46
70,436142,BIOMASS,39.7,0.7072,47080.81,215.9
34,264924,GAS,30,0.8895,87442.78,660.13
26,57583,COAL,68.8,0.2519,36935.69,1282.86
9,65236,GAS,28,0.8659,21075.32,646.13
101,545672,OTHER,31.9,0.6198,0,0
35,137956,BIOMASS,24,0.45,121898.53,1767.21
177,1024818,GAS,34.3,0.6598,689522.74,1345.65
14,13473,SOLAR,31,0.1115,3215.7,477.35
30,34685,SOLAR,30,0.132,10761.06,620.5
34,72948,SOLAR,29,0.2435,11447.57,313.86
34,75894,SOLAR,29,0.2533,11826.24,311.65
34,67029,SOLAR,28,0.2237,11041.56,329.46
35,83560,SOLAR,27,0.2725,15053.5,360.3
35,78464,SOLAR,27,0.2559,14826.77,377.93
92,219734,SOLAR,26,0.2726,51639.23,470.02
92,232467,SOLAR,25,0.2884,53756.54,462.49
3,608,HYDRO,29,0.0204,0,0
30,30561,HYDRO,27,0.1167,0,0
56,81690,COAL,26,0.168,88711.31,2171.9
21,32656,OTHER,48.7,0.1792,0,0
3,15202,HYDRO,28,0.5259,0,0
24,103615,GEOTHERMAL,27,0.4848,4600.51,88.8
11,41057,BIOMASS,25,0.4422,0.7,0.03
63,446098,BIOMASS,25.9,0.8122,0,0
13,19372,BIOMASS,27,0.1701,3247.39,335.27
20,116700,OTHER,34,0.6661,0,0
4,32384,COAL,64,0.9017,14816.21,915.03
72,306578,BIOMASS,34.2,0.4841,40369.18,263.35
28,201585,GAS,27,0.8131,75814.42,752.18
15,100820,GEOTHERMAL,25,0.7673,0,0
10,49142,GEOTHERMAL,31,0.561,0,0
30,81622,GEOTHERMAL,25,0.3106,0,0
120,263881,OTHER,66,0.251,125733.71,952.96
29,173037,BIOMASS,71.1,0.6765,14135.87,163.39
14,51991,HYDRO,74,0.418,0,0
62,332766,BIOMASS,46,0.6177,13878.16,83.41
13,0,OTHER,61,0,0,0
39,282343,HYDRO,80.5,0.8222,0,0
25,88075,HYDRO,27,0.399,0,0
103,603178,BIOMASS,25,0.6711,78528.72,260.38
300,1301520,GAS,30,0.4953,402028.21,617.78
2,0,OTHER,29,0,0,0
39,289387,GAS,26,0.8449,92388.24,638.51
23,138169,BIOMASS,25,0.6858,3404.13,49.27
14,83169,BIOMASS,24,0.6593,69698.34,1676.07
10,49850,COAL,39,0.5579,32555.28,1306.13
41,171924,BIOMASS,37.2,0.481,15927.7,185.29
1,797,HYDRO,59.9,0.065,0,0
4,16029,HYDRO,90,0.5083,0,0
23,147884,GAS,22.9,0.7214,67906.65,918.38
4,15467,HYDRO,28,0.4204,0,0
50,324216,BIOMASS,25,0.7402,5944.57,36.67
5,28836,HYDRO,25,0.6584,0,0
5,28936,HYDRO,91,0.6606,0,0
9,33288,HYDRO,84,0.4222,0,0
3,26107,BIOMASS,21.3,0.9313,0,0
4,20558,HYDRO,42.2,0.5588,0,0
1,6468,HYDRO,86.5,0.568,0,0
1,6293,HYDRO,101,0.5986,0,0
1,8327,HYDRO,93,0.679,0,0
3,11977,HYDRO,31,0.4143,0,0
1,3823,HYDRO,33,0.3637,0,0
8,27990,HYDRO,35.3,0.3897,0,0
6,36111,GAS,31,0.687,12368.8,685.04
2,5585,HYDRO,81,0.3542,0,0
689,4109667,GAS,20,0.6805,1561949.47,760.13
4,21502,HYDRO,26,0.6818,0,0
23,77563,HYDRO,30,0.3866,0,0
77,505891,BIOMASS,44,0.75,9435.75,37.3
28,194379,BIOMASS,68,0.8069,4270.87,43.94
285,1025361,COAL,21,0.4107,983730.98,1918.8
56,300234,GAS,25,0.612,109783.26,731.32
38,259564,GAS,27,0.7716,99529.79,766.9
3,17931,HYDRO,29,0.6823,0,0
60,171708,WIND,31,0.3289,0,0
12,73645,BIOMASS,31,0.6948,1681.16,45.66
29,65190,WIND,31,0.2566,0,0
3,32561,GAS,33,1.199,32742.01,2011.12
34,216422,OTHER,33,0.7266,0,0
58,439006,COAL,25,0.87,692876.16,3156.57
46,160618,BIOMASS,28.9,0.3977,31625.26,393.79
72,491682,BIOMASS,49.3,0.7774,18202.42,74.04
92,490419,BIOMASS,43.3,0.6085,29527.11,120.42
9,25308,HYDRO,41.3,0.3283,0,0
65,439050,BIOMASS,47,0.7735,27346.65,124.57
90,375011,BIOMASS,41,0.4783,38200.28,203.73
128,918049,BIOMASS,19.1,0.8207,192127.52,418.56
68,399597,BIOMASS,55.7,0.6679,13823.29,69.19
108,1315,GAS,20,0.0014,690.01,1049.45
63,12427,GAS,24,0.0226,6612.25,1064.17
103,6205,GAS,21,0.0069,3844.17,1239.05
35,109847,GAS,26,0.3635,50716.46,923.4
85,349367,BIOMASS,55.8,0.4692,48436.15,277.28
65,311086,BIOMASS,29.9,0.5506,530498.06,3410.62
49,350000,GEOTHERMAL,26,0.8154,10500,60
49,350000,GEOTHERMAL,27,0.8154,10500,60
399,1140185,GAS,25,0.3262,515616.13,904.44
49,333000,GEOTHERMAL,27,0.7758,9990,60
47,136588,GAS,27,0.3317,56394.49,825.76
7,18040,GAS,30,0.3168,5574.91,618.06
60,336886,COAL,27,0.641,192791.71,1144.55
98,715041,COAL,24,0.8329,977940.16,2735.34
79,564741,BIOMASS,26,0.8202,532901.06,1887.24
70,491110,BIOMASS,25,0.8032,849801.98,3460.74
17,139529,BIOMASS,24,0.9425,265233.35,3801.84
5,37273,BIOMASS,30,0.7879,0,0
46,398488,GAS,20,0.9889,163015.75,818.17
46,381194,GAS,24,0.946,149896.24,786.46
31,221015,BIOMASS,26,0.8139,7524.93,68.09
4,12,OIL,28,0,6.74,1122.85
1,8108,HYDRO,89.2,0.712,0,0
12,57565,BIOMASS,30,0.5476,808.57,28.09
185,456855,OIL,28.9,0.2819,599127.47,2622.83
350,1962315,COAL,25,0.64,2421194.63,2467.69
292,1501647,COAL,21,0.5879,1243962.94,1656.8
203,1506672,COAL,23,0.8473,1520283.89,2018.07
214,1390984,COAL,26,0.7423,1234083.24,1774.4
149,923059,COAL,28,0.7072,831637.15,1801.92
229,1358066,COAL,16,0.677,1502816.06,2213.17
88,30391,GAS,25,0.0394,5190.7,341.6
74,24224,GAS,21,0.0374,17311.11,1429.25
63,352149,COAL,40.7,0.6432,201889.26,1146.61
28,113603,BIOMASS,42.3,0.4566,36639.75,645.05
6,9244,HYDRO,31,0.1851,0,0
85,636621,GAS,25,0.852,192895.88,606
382,2570301,GAS,17.5,0.7685,885590.85,689.1
6,16436,BIOMASS,27.7,0.3235,336.45,40.94
2,4699,HYDRO,71.5,0.2438,0,0
12,2437,GAS,51,0.0236,8345.94,6850.37
78,292043,BIOMASS,35,0.4258,55357.48,379.11
41,55144,BIOMASS,33.5,0.1535,1332.08,48.31
3,4580,HYDRO,25,0.1743,0,0
5,19440,HYDRO,25,0.4438,0,0
1,4642,HYDRO,26,0.4817,0,0
1,1985,HYDRO,25,0.206,0,0
12,34194,WIND,21,0.3336,0,0
3,21056,GAS,26,0.7511,7983.29,758.29
4,16249,BIOMASS,28,0.5013,9203.69,1132.8
446,1689735,GAS,21.5,0.4325,837175.17,990.9
261,555613,GAS,22,0.2431,275122.82,990.34
2,3733,HYDRO,29,0.2841,0,0
30,40235,COAL,29,0.1541,37848.84,1881.41
13,54513,BIOMASS,27,0.4978,1956.29,71.77
4,11500,HYDRO,25,0.3202,0,0
1,2282,HYDRO,26,0.2171,0,0
13,13187,WIND,29,0.1158,0,0
9,15562,HYDRO,26,0.1974,0,0
465,577434,GAS,30,0.1417,183346.9,635.04
69,387724,COAL,24,0.6424,307118.23,1584.21
1854,3508082,GAS,25.2,0.216,1394832.16,795.21
90,612654,BIOMASS,24,0.7771,1228588.49,4010.71
5,36575,BIOMASS,10.6,0.835,0,0
157,383008,GAS,22,0.2785,202745.15,1058.7
4,15221,HYDRO,28,0.4573,0,0
5,20177,HYDRO,28,0.4429,0,0
108,5296,GAS,28,0.0056,1896.31,716.13
54,393000,GEOTHERMAL,26,0.8323,11790,60
61,57913,GAS,21,0.1078,28329.78,978.36
28,109072,GEOTHERMAL,20.9,0.4447,3272.16,60
14,27680,BIOMASS,30,0.229,1193.24,86.22
28,121727,BIOMASS,28,0.5053,3980.35,65.4
28,167807,BIOMASS,28,0.6966,5512.16,65.7
28,177962,BIOMASS,27,0.7255,6164.55,69.28
38,268730,COAL,26,0.8031,301925.4,2247.05
38,282192,COAL,26,0.8433,338146.56,2396.57
71,168628,COAL,23,0.2707,193418.1,2294.02
28,172275,BIOMASS,26,0.7049,7597.39,88.2
71,161610,COAL,23,0.2595,148984.28,1843.75
71,175117,COAL,23,0.2812,182962.79,2089.61
49,136504,GAS,25,0.3213,58532.74,857.6
36,166565,BIOMASS,26,0.5253,5400.63,64.85
1,3325,HYDRO,32,0.292,0,0
46,330796,COAL,25,0.8191,487109.36,2945.07
1,5574,HYDRO,26,0.6363,0,0
102,261266,GAS,32.7,0.2915,94833.71,725.96
102,546683,GAS,28,0.6094,166286.29,608.35
30,17766,COAL,37,0.0676,9761.94,1098.97
9,0,OTHER,79.5,0,0,0
1,988,GAS,22,0.1128,566.75,1147.27
5,20935,HYDRO,60.7,0.4426,0,0
2,6528,HYDRO,26,0.3726,0,0
3,10652,HYDRO,26,0.3685,0,0
6,15701,HYDRO,51.7,0.2891,0,0
34,1275,GAS,27,0.0043,722.97,1134.08
29,160986,GAS,26,0.6381,69205.67,859.77
2,10522,HYDRO,27,0.5222,0,0
5,14513,HYDRO,25,0.3452,0,0
3,10218,HYDRO,25,0.4166,0,0
2,7629,HYDRO,25,0.4584,0,0
26,158345,GAS,26,0.7061,65368.82,825.65
55,320121,GAS,24.5,0.6632,134785.22,842.09
40,325045,GAS,26,0.9207,121719.52,748.94
24,38333,WIND,28,0.1823,0,0
1,4789,HYDRO,30,0.5467,0,0
33,206083,GAS,25,0.7107,70290.34,682.16
1,6425,BIOMASS,18,0.6112,648.67,201.92
38,216788,BIOMASS,23,0.6512,17765.13,163.89
73,37008,OIL,18.9,0.058,15733.85,850.3
4,12556,HYDRO,64,0.4095,0,0
3,5353,HYDRO,46,0.191,0,0
28,175584,BIOMASS,26,0.7159,10769.45,122.67
28,172729,BIOMASS,26,0.7042,6195.04,71.73
16,133649,BIOMASS,28,0.9535,3898.57,58.34
20,144469,BIOMASS,27,0.8287,4021.73,55.68
57,312019,BIOMASS,23.7,0.6249,9293.72,59.57
2,3194,HYDRO,29,0.1519,0,0
132,725854,COAL,55.7,0.6296,654546.78,1803.52
57,373241,GAS,25,0.7462,156053.61,836.21
1,2274,HYDRO,31,0.236,0,0
40,90401,COAL,63,0.258,72061.52,1594.27
180,793892,COAL,6,0.5035,606024.67,1526.72
8,21903,COAL,27,0.3165,17114.53,1562.76
8,46065,COAL,27,0.6656,27598.48,1198.24
6,20999,COAL,28,0.393,13534.54,1289.07
256,806747,COAL,21.4,0.3596,473595.55,1174.09
335,1255464,COAL,19.5,0.4278,802585.73,1278.55
64,239184,GAS,30.4,0.4266,85254.52,712.88
62,255544,COAL,26,0.4705,160799.18,1258.49
40,151861,BIOMASS,21,0.4334,5637.89,74.25
172,4094,GAS,18.5,0.0027,3174.6,1550.86
2,1515,HYDRO,27,0.1081,0,0
92,545065,GEOTHERMAL,27.3,0.6749,16351.95,60
90,586470,GEOTHERMAL,26,0.7439,17594.1,60
90,469283,GEOTHERMAL,26.7,0.5952,14078.49,60
10,80000,GEOTHERMAL,33,0.9132,2400,60
20,128000,GEOTHERMAL,25,0.7306,3840,60
2,10583,HYDRO,28,0.6712,0,0
2,8460,HYDRO,29,0.4829,0,0
7,25784,HYDRO,29,0.4328,0,0
88,255537,GAS,26.1,0.3322,89699.26,702.05
6,19480,GAS,28,0.3971,8416.48,864.14
2,3782,HYDRO,29,0.254,0,0
16,36330,HYDRO,15,0.2592,0,0
11,7400,WIND,31,0.0775,0,0
180,182729,GAS,25,0.1159,96302.83,1054.05
46,359363,GAS,25,0.8918,146921.81,817.68
1035,4709689,GAS,20.9,0.5195,1759480.48,747.17
102,498411,HYDRO,79,0.5578,0,0
55,900,OIL,31,0.0019,1165.82,2590.72
57,293987,GAS,27.5,0.5919,114044.32,775.85
63,320254,BIOMASS,55.1,0.5803,27570.95,172.18
227,1196405,OIL,56,0.6011,1515912.88,2534.11
3,8512,HYDRO,23,0.3239,0,0
3,8423,HYDRO,23,0.3846,0,0
5,17019,BIOMASS,23,0.3886,13838.07,1626.19
37,198296,HYDRO,27,0.6053,0,0
14,34050,HYDRO,26,0.2776,0,0
59,425294,COAL,26,0.8229,640520.44,3012.13
6,15682,GAS,67.7,0.3197,6961.39,887.82
316,1811288,GAS,27.1,0.6535,1034481.86,1142.26
3,10640,HYDRO,103,0.3918,0,0
33,141059,BIOMASS,38.5,0.4955,2105.41,29.85
25,161927,BIOMASS,28,0.7306,179336.43,2215.03
7,26712,GAS,27.3,0.4419,11555.16,865.17
3,8723,BIOMASS,28,0.3688,0,0
14,67410,GAS,13,0.5381,24613.59,730.27
46,3370,GAS,25,0.0084,1675.86,994.58
3,17320,GAS,30,0.7061,5682.12,656.13
176,538765,GEOTHERMAL,31,0.3487,23921.17,88.8
38,80202,OTHER,30,0.2441,26442.8,659.41
8,49287,BIOMASS,30,0.7502,929.07,37.7
62,206078,BIOMASS,26,0.3776,268300.86,2603.88
51,972,GAS,28,0.0022,278.34,572.61
1,6069,BIOMASS,29,0.4949,0,0
1,5656,HYDRO,35,0.4612,0,0
10,66681,HYDRO,30,0.7463,0,0
7,30723,HYDRO,34,0.5314,0,0
9,36755,HYDRO,94.8,0.4561,0,0
10,26361,GAS,27,0.3009,10374.12,787.08
8,19190,COAL,33,0.2921,12112.57,1262.38
2,9262,GAS,28,0.7049,3220.55,695.43
2,7495,HYDRO,29,0.5347,0,0
2,7753,HYDRO,27,0.5206,0,0
6,923,GAS,32,0.0176,340.7,738.12
2,1100,HYDRO,30.8,0.0523,41.25,75
6,33623,BIOMASS,32,0.6191,896.12,53.3
58,399477,BIOMASS,45,0.7903,10852.76,54.33
2,3314,HYDRO,34,0.2225,0,0
31,186878,GAS,30,0.6882,113114.02,1210.57
250,359680,GAS,26,0.1642,195471.99,1086.92
20,112021,BIOMASS,29,0.6394,1395.58,24.92
20,47925,BIOMASS,26,0.2735,885.94,36.97
28,151953,BIOMASS,25.5,0.6308,1870.83,24.62
48,349783,GAS,31,0.8284,116097.8,663.83
153,366908,GAS,24.2,0.2747,140839.23,767.71
55,386242,OTHER,28,0.8031,132598.56,686.61
69,240365,OIL,32,0.3965,281402.62,2341.46
1,2526,HYDRO,32,0.2403,0,0
2,5431,HYDRO,29.3,0.3444,0,0
80,6672,GAS,28,0.0095,3317.91,994.58
4,2462,HYDRO,32,0.076,0,0
120,484635,COAL,57,0.461,584342.43,2411.47
38,333473,GAS,24,0.9913,100993.02,605.7
300,1504851,GAS,28,0.5726,462308.82,614.42
1,6122,GAS,7,0.6989,3752.34,1225.84
102,6942,GAS,31,0.0078,5270.73,1518.51
5,17796,BIOMASS,32,0.4063,223.84,25.16
12,63626,GAS,48.5,0.6208,26288.87,826.36
168,593905,GAS,28.6,0.4036,352168,1185.94
6,12745,GAS,62,0.2425,17083.49,2680.81
343,1758778,GAS,18.4,0.585,981689.76,1116.33
96,155656,OTHER,19,0.1851,23310.35,299.51
3,1814,HYDRO,25,0.0647,0,0
4,6411,HYDRO,92,0.2033,0,0
5,14981,HYDRO,92,0.3563,0,0
1,3504,HYDRO,92,0.3333,0,0
33,0,OTHER,33,0,0,0
39,304769,GAS,29,0.899,97909.73,642.52
3,5910,HYDRO,29,0.2699,0,0
3,13169,HYDRO,28,0.5782,0,0
2,3706,HYDRO,34,0.2644,0,0
2,3051,HYDRO,100,0.2177,0,0
5,23656,HYDRO,29,0.5401,0,0
5,9421,HYDRO,25,0.2151,0,0
129,606067,BIOMASS,28.9,0.538,9652.26,31.85
59,328295,BIOMASS,50.4,0.6309,37316.35,227.33
30,203799,BIOMASS,46,0.7833,12566.08,123.32
147,559851,BIOMASS,41.3,0.4362,17440.21,62.3
9,34544,GAS,81.6,0.4195,5297.4,306.7
65,148747,BIOMASS,48.6,0.2612,13064.01,175.65
68,455989,BIOMASS,44,0.7655,37592.96,164.89
6,43152,GAS,26,0.8075,14124.07,654.62
24,87890,BIOMASS,9.1,0.4163,1624.71,36.97
56,56821,BIOMASS,24,0.1158,40934.92,1440.84
6,22931,GAS,29,0.4513,7121.74,621.14
6,47437,OTHER,31,0.8877,0,0
6,19370,HYDRO,26,0.3812,0,0
18,132321,BIOMASS,29,0.8632,4701.09,71.06
40,315000,GEOTHERMAL,30,0.9081,9450,60
37,211182,BIOMASS,26,0.6605,410760.1,3890.11
405,3016350,GAS,27.3,0.8502,1034789.69,686.12
3,5000,HYDRO,33,0.2038,0,0
5,13776,HYDRO,32,0.2967,0,0
1,4065,HYDRO,26,0.3867,0,0
2,6302,GAS,34,0.4796,3889.59,1234.4
13,88592,BIOMASS,27,0.7604,177448.59,4005.97
2,1538,HYDRO,30,0.1097,0,0
35,251061,GAS,43,0.8189,83014.05,661.31
3,48,OIL,30.3,0.0017,21.05,877.11
10,9353,BIOMASS,21.5,0.1068,114.56,24.5
1,3236,HYDRO,29,0.3694,0,0
3,14575,GAS,24.7,0.6162,10719.02,1470.92
43,115914,COAL,26.2,0.3063,55721.95,961.44
4,33,OIL,28,0,21.76,1318.88
274,1865243,GAS,19.5,0.776,606920.46,650.77
53,364320,COAL,61.6,0.7922,135992.08,746.55
127,377952,BIOMASS,23.9,0.3395,32542.01,172.2
47,75733,COAL,48.6,0.1847,43762.2,1155.7
83,511086,BIOMASS,34,0.7046,53983.01,211.25
28,212684,BIOMASS,30,0.8671,2837.08,26.68
30,113643,COAL,32.1,0.4368,62061.35,1092.22
23,167677,COAL,49,0.8507,215490.78,2570.31
5,13,OIL,11.7,0,19.18,2950.27
4,10968,HYDRO,26,0.313,0,0
1,8097,HYDRO,84,0.6602,0,0
3,17439,HYDRO,31,0.6636,0,0
3,12109,HYDRO,31,0.4608,0,0
49,401480,GAS,22,0.9296,139657.24,695.71
15,0,OTHER,16.2,0,0,0
9,45339,BIOMASS,27,0.5506,42667.97,1882.18
16,78726,OTHER,29,0.5652,0,0
19,31582,COAL,31.7,0.1888,18404.44,1165.49
8,19702,WIND,29,0.2999,0,0
20,130414,BIOMASS,22,0.7557,4412.95,67.68
19,90947,HYDRO,26,0.5352,0,0
93,200375,BIOMASS,16.4,0.2462,8248.34,82.33
11,34146,HYDRO,28,0.3712,0,0
28,70561,WIND,31,0.2918,0,0
65,395781,COAL,47.3,0.6951,142071.69,717.93
18,46406,COAL,72.1,0.3027,27188.03,1171.75
1,2732,HYDRO,20,0.2599,0,0
99,584409,BIOMASS,25.3,0.6773,804502.87,2753.22
240,430718,GAS,16.4,0.2049,204105.45,947.75
29,175653,BIOMASS,26,0.7011,5844.26,66.54
73,328476,BIOMASS,22.2,0.5172,22986.36,139.96
39,16241,GAS,32,0.0478,8076.46,994.58
50,132278,GAS,27,0.3051,60704.27,917.83
46,141151,GAS,30,0.3503,62510.91,885.73
252,1429560,GAS,26.5,0.6476,513813.61,718.84
47,174905,OIL,40.3,0.423,127636.4,1459.49
19,14666,GAS,39.6,0.09,4917.38,670.58
23,107245,COAL,53.6,0.5441,66400.56,1238.29
14,2669,GAS,13.3,0.0222,1327.26,994.58
3,7528,HYDRO,30,0.3183,0,0
2,6500,HYDRO,32.3,0.4638,0,0
2,10706,COAL,65,0.6111,9724.13,1816.58
3,20345,GAS,29,0.8295,13418.3,1319.09
2,6232,HYDRO,30,0.3388,0,0
1,3120,HYDRO,30,0.2968,0,0
1,6000,HYDRO,32,0.4892,0,0
5,18004,GAS,30,0.4373,9368.69,1040.72
3,13611,HYDRO,27,0.6215,0,0
7,6661,HYDRO,20.1,0.1086,0,0
15,63549,HYDRO,23,0.5003,0,0
4,19211,HYDRO,28,0.51,0,0
4,12204,HYDRO,28,0.3317,0,0
5,17122,HYDRO,32,0.4249,0,0
2,7716,HYDRO,28,0.5181,0,0
25,43208,OTHER,57,0.1973,14160.14,655.45
2,5386,HYDRO,26,0.3416,0,0
4,17676,HYDRO,30,0.4693,0,0
7,6473,HYDRO,22,0.1056,0,0
26,136949,BIOMASS,19.4,0.599,0,0
29,76801,GAS,32.7,0.3044,35108.68,914.27
